FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,2.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,3.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,10,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,10.4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,58,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,69,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,12.9,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,15.1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,109,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,109,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,24.2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,23.8,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,280,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,272,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,62.1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,59.7,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,56,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,67,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,96.4,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97.6,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,16,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,18,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,29,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,26.8,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,22,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,24,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,39.7,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,35.6,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,17,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,23,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,29.5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,33.5,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,3,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,1.8,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,4.2,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,10.1,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,10.9,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,71,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,83,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,15.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,17.4,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,124,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,115,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,26.3,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,24.3,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,268,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,267,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,57.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,56.4,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,71,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,80,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,99.5,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97.5,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,24,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,24,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,34.1,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,30.4,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,26,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,31,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,36,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,38.4,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,19,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,23,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,26.8,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,28.7,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,2,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,3.1,,
A,Annuale,ITD2,Provincia Autonoma Trento,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,2.5,,
A,Annuale,ITD2,Provincia Autonoma Trento,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,10,,
A,Annuale,ITD2,Provincia Autonoma Trento,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,10,,
A,Annuale,ITD3,Veneto,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,749,,
A,Annuale,ITD3,Veneto,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,739,,
A,Annuale,ITD3,Veneto,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,17.6,,
A,Annuale,ITD3,Veneto,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,17.2,,
A,Annuale,ITD3,Veneto,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,1079,,
A,Annuale,ITD3,Veneto,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,1054,,
A,Annuale,ITD3,Veneto,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,25.4,,
A,Annuale,ITD3,Veneto,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,24.6,,
A,Annuale,ITD3,Veneto,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,2383,,
A,Annuale,ITD3,Veneto,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,2454,,
A,Annuale,ITD3,Veneto,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,56,,
A,Annuale,ITD3,Veneto,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,57.3,,
A,Annuale,ITD3,Veneto,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,720,,
A,Annuale,ITD3,Veneto,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,722,,
A,Annuale,ITD3,Veneto,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,96.1,,
A,Annuale,ITD3,Veneto,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97.7,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,251,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,242,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,34.8,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,33.5,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,276,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,246,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,38.4,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,34.2,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,180,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,225,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,25.1,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,31.2,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,12,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,9,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,1.7,,
A,Annuale,ITD3,Veneto,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,1.2,,
A,Annuale,ITD3,Veneto,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,9.3,,
A,Annuale,ITD3,Veneto,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,9.9,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,171,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,204,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,16.1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,19.2,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,290,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,278,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,27.4,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,26.1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,586,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,571,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,55.3,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,53.7,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,164,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,198,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,96.3,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,96.9,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,50,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,59,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,30.1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,30,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,62,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,82,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,37.8,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,41.3,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,47,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,50,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,28.4,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,25.3,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,6,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,7,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,3.7,,
A,Annuale,ITD4,Friuli-Venezia Giulia,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,3.4,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,10.7,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,9.9,,
A,Annuale,ITD5,Emilia-Romagna,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,787,,
A,Annuale,ITD5,Emilia-Romagna,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,719,,
A,Annuale,ITD5,Emilia-Romagna,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,20.2,,
A,Annuale,ITD5,Emilia-Romagna,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,18.3,,
A,Annuale,ITD5,Emilia-Romagna,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,1058,,
