FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y14-17,14-17 anni,2023,2040,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y14-17,14-17 anni,2024,2135,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y18-19,18-19 anni,2023,883,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y18-19,18-19 anni,2024,859,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y20-24,20-24 anni,2023,1863,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y20-24,20-24 anni,2024,1756,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y25-34,25-34 anni,2023,3420,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y25-34,25-34 anni,2024,3427,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y35-44,35-44 anni,2023,3622,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y35-44,35-44 anni,2024,3456,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y45-54,45-54 anni,2023,4886,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y45-54,45-54 anni,2024,4749,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y55-59,55-59 anni,2023,2420,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y55-59,55-59 anni,2024,2433,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y60-64,60-64 anni,2023,1966,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y60-64,60-64 anni,2024,2180,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y65-74,65-74 anni,2023,3273,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y65-74,65-74 anni,2024,3372,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y_GE75,75 anni e più,2023,4312,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y_GE75,75 anni e più,2024,4386,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,2023,28686,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,2024,28753,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y14-17,14-17 anni,2023,90.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y14-17,14-17 anni,2024,90.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y18-19,18-19 anni,2023,73.8,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y18-19,18-19 anni,2024,71.9,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y20-24,20-24 anni,2023,58.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y20-24,20-24 anni,2024,57.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-34,25-34 anni,2023,48.8,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-34,25-34 anni,2024,49.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y35-44,35-44 anni,2023,43.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y35-44,35-44 anni,2024,43,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-54,45-54 anni,2023,43.8,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-54,45-54 anni,2024,43.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y55-59,55-59 anni,2023,44,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y55-59,55-59 anni,2024,41.5,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y60-64,60-64 anni,2023,41.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y60-64,60-64 anni,2024,41.9,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y65-74,65-74 anni,2023,34.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y65-74,65-74 anni,2024,37.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE75,75 anni e più,2023,38.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE75,75 anni e più,2024,39.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,2023,46.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE14,14 anni e più,2024,46.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y14-17,14-17 anni,2023,89.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y14-17,14-17 anni,2024,88.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y18-19,18-19 anni,2023,74.5,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y18-19,18-19 anni,2024,74.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y20-24,20-24 anni,2023,69.9,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y20-24,20-24 anni,2024,65.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-34,25-34 anni,2023,62.8,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-34,25-34 anni,2024,61.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y35-44,35-44 anni,2023,59.1,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y35-44,35-44 anni,2024,55.9,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-54,45-54 anni,2023,62.2,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-54,45-54 anni,2024,60.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y55-59,55-59 anni,2023,56.2,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y55-59,55-59 anni,2024,60.9,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y60-64,60-64 anni,2023,53.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y60-64,60-64 anni,2024,57,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y65-74,65-74 anni,2023,59,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y65-74,65-74 anni,2024,58.1,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE75,75 anni e più,2023,75.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE75,75 anni e più,2024,75.5,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,2023,64.1,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE14,14 anni e più,2024,63.6,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y14-17,14-17 anni,2023,90,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y14-17,14-17 anni,2024,89.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y18-19,18-19 anni,2023,74.2,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y18-19,18-19 anni,2024,73.1,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y20-24,20-24 anni,2023,64.1,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y20-24,20-24 anni,2024,61.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-34,25-34 anni,2023,55.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-34,25-34 anni,2024,55.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y35-44,35-44 anni,2023,51.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y35-44,35-44 anni,2024,49.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-54,45-54 anni,2023,53.1,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-54,45-54 anni,2024,52.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2023,50.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2024,51.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2023,47.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2024,49.8,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2023,47.2,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2024,48.3,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2023,60.7,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2024,60.5,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE14,14 anni e più,2023,55.4,,
A,Annuale,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE14,14 anni e più,2024,55.3,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y14-17,14-17 anni,2023,66,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y14-17,14-17 anni,2024,74,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2023,101,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2024,110,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2023,435,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2024,446,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2023,1050,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2024,994,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2023,1070,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2024,1094,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2023,1247,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2024,1188,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2023,510,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2024,526,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2023,370,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2024,434,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y65-74,65-74 anni,2023,553,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y65-74,65-74 anni,2024,515,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y_GE75,75 anni e più,2023,158,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y_GE75,75 anni e più,2024,241,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y_GE14,14 anni e più,2023,5562,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,1,Maschi,Y_GE14,14 anni e più,2024,5622,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y14-17,14-17 anni,2023,50,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y14-17,14-17 anni,2024,76,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y18-19,18-19 anni,2023,110,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y18-19,18-19 anni,2024,112,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y20-24,20-24 anni,2023,294,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y20-24,20-24 anni,2024,315,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y25-34,25-34 anni,2023,581,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y25-34,25-34 anni,2024,590,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y35-44,35-44 anni,2023,671,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y35-44,35-44 anni,2024,774,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y45-54,45-54 anni,2023,875,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y45-54,45-54 anni,2024,927,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y55-59,55-59 anni,2023,481,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y55-59,55-59 anni,2024,448,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y60-64,60-64 anni,2023,414,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y60-64,60-64 anni,2024,434,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y65-74,65-74 anni,2023,481,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y65-74,65-74 anni,2024,498,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y_GE75,75 anni e più,2023,203,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y_GE75,75 anni e più,2024,218,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y_GE14,14 anni e più,2023,4160,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2,Femmine,Y_GE14,14 anni e più,2024,4390,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y14-17,14-17 anni,2023,116,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y14-17,14-17 anni,2024,149,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y18-19,18-19 anni,2023,211,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y18-19,18-19 anni,2024,222,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y20-24,20-24 anni,2023,729,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y20-24,20-24 anni,2024,761,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y25-34,25-34 anni,2023,1632,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y25-34,25-34 anni,2024,1584,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y35-44,35-44 anni,2023,1741,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y35-44,35-44 anni,2024,1868,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y45-54,45-54 anni,2023,2123,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y45-54,45-54 anni,2024,2115,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y55-59,55-59 anni,2023,991,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y55-59,55-59 anni,2024,973,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y60-64,60-64 anni,2023,784,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y60-64,60-64 anni,2024,868,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y65-74,65-74 anni,2023,1033,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y65-74,65-74 anni,2024,1013,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y_GE75,75 anni e più,2023,361,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y_GE75,75 anni e più,2024,458,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,2023,9722,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,9,Totale,Y_GE14,14 anni e più,2024,10012,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y14-17,14-17 anni,2023,93.6,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y14-17,14-17 anni,2024,100,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y18-19,18-19 anni,2023,97.3,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y18-19,18-19 anni,2024,98.9,,
A,Annuale,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y20-24,20-24 anni,2023,99.1,,
